,GDate,CodOfBuyer,CodOfSeller,Value,Valume
446692,2023-01-04,446737,461494,1774101685,911272
446701,2023-01-04,446737,135602,7578426717,3290638
446874,2023-01-07,913004,135602,1558883907,677476
446913,2023-01-07,904948,446737,1099297965,620741
447092,2023-01-07,815734,728261,2044405389,1005081
447376,2023-01-07,657884,446737,2160653993,913722
447609,2023-01-07,532264,446737,2133520655,974356
447638,2023-01-07,514720,446737,1963127323,834781
447679,2023-01-07,495916,572663,1579845896,753906
448051,2023-01-07,257989,812803,1484672789,769313
448074,2023-01-07,247051,270146,2301257911,965554
448477,2023-01-07,292036,535931,1421245604,740380
448534,2023-01-07,381836,135602,1372343147,721242
448617,2023-01-07,118170,572663,1149425615,497409
448621,2023-01-07,118170,135602,2061484464,951950
448727,2023-01-07,019018,446737,1170091816,628190
448762,2023-01-07,283629,607901,1233049264,629337
448820,2023-01-07,635519,446737,4724479598,1994032
448842,2023-01-07,748076,270146,1857341906,787235
448973,2023-01-07,377584,446737,1947818902,866180
449013,2023-01-07,770029,446737,1241031547,564543
449087,2023-01-07,147642,812803,2268395597,1078908
449095,2023-01-07,147642,522490,2629782440,1115342
449109,2023-01-07,147642,270146,2032217112,948947
449149,2023-01-07,147642,135602,4265796973,1874561
449164,2023-01-07,147642,446737,4905521015,2167537
449493,2023-01-07,135602,384133,1614784539,719036
449496,2023-01-07,135602,765685,1775931177,811078
449508,2023-01-07,135602,446737,4744047663,1949318
449535,2023-01-07,296612,270146,1237233332,671263
449542,2023-01-07,296612,128923,4473510084,1919939
449655,2023-01-07,147521,384133,1340045670,632215
449657,2023-01-07,147521,365025,1140347585,598649
449663,2023-01-07,147521,795563,3238336539,1483910
449672,2023-01-07,147521,446737,1606342975,656818
449808,2023-01-07,741511,135602,1500089048,657183
450168,2023-01-07,124049,135602,1290786606,546046
450567,2023-01-08,771841,295103,1259756758,582276
451066,2023-01-08,524641,163989,1974066240,892516
451189,2023-01-08,495916,829149,1161213270,517356
451385,2023-01-08,397198,125935,1469672828,725112
451664,2023-01-08,255135,829149,1098022456,541242
452126,2023-01-08,685992,163989,1449867637,686338
452240,2023-01-08,293140,829149,1553157871,739845
452245,2023-01-08,293140,394270,1123538962,476043
452827,2023-01-08,783367,176040,1510889433,696343
452858,2023-01-08,791726,508292,1537552379,637600
453556,2023-01-08,598588,829149,1425929845,743634
453877,2023-01-08,953174,870917,1128419233,550800
454217,2023-01-08,403381,053424,1380575987,572915
454245,2023-01-08,403381,874987,1488182420,733468
454615,2023-01-09,770259,551468,1173340527,527510
454732,2023-01-09,733270,571974,1093867423,544843
454750,2023-01-09,720502,878743,1097934522,482952
454772,2023-01-09,714549,802751,1625446117,782960
454774,2023-01-09,714549,292036,1773836466,739170
454789,2023-01-09,714549,147521,3498434497,1470248
454947,2023-01-09,592756,571974,2148327148,928228
454952,2023-01-09,592195,415583,1083836705,525520
455212,2023-01-09,412936,571974,2582167119,1148190
455235,2023-01-09,383759,147521,1307481680,527034
455398,2023-01-09,301196,826008,1088799417,448820
455656,2023-01-09,149121,825959,1108573156,522452
455699,2023-01-09,149121,065628,2145988692,868176
455744,2023-01-09,123239,714549,3052378675,1264165
455816,2023-01-09,985959,878743,1088009455,569226
455824,2023-01-09,935282,163989,1342845932,516247
456008,2023-01-09,436092,147521,1248194588,653409
456043,2023-01-09,330019,714549,1103820141,574581
456103,2023-01-09,330019,065628,2089680457,885481
456142,2023-01-09,330019,701048,1086182852,432171
456255,2023-01-09,278049,163989,12448385529,4719162
456258,2023-01-09,278049,135602,1092233135,472793
456273,2023-01-09,703146,158181,1325837337,642536
456397,2023-01-09,593354,571974,2154478764,971663
456421,2023-01-09,748076,568048,1103901637,429058
456516,2023-01-09,569842,551468,2814309759,1076918
456542,2023-01-09,569842,706746,1932597304,729018
456546,2023-01-09,569842,163989,5554344148,2251427
456591,2023-01-09,569842,730322,1509156593,649058
456730,2023-01-09,076084,292036,1412583344,606619
456732,2023-01-09,076084,163989,13914450291,5387903
456733,2023-01-09,076084,571974,5330306411,2078990
456750,2023-01-09,076084,145999,3119942657,1377650
456761,2023-01-09,076084,951437,1808921647,855655
456836,2023-01-09,538808,147521,1818295384,832259
456849,2023-01-09,692573,551468,1157835945,427163
456971,2023-01-09,088798,571974,1907458248,843761
457101,2023-01-09,775593,571974,6610524002,2487249
457172,2023-01-09,135602,571974,3060818215,1320812
457251,2023-01-09,408794,342771,1748540967,782326
457391,2023-01-09,380577,203293,2105841630,899882
457392,2023-01-09,380577,191582,1688104796,657823
457452,2023-01-09,657710,714549,1548185126,623647
457496,2023-01-09,657710,088798,1103833535,497775
457579,2023-01-09,100974,878743,1098153142,515902
457641,2023-01-09,543519,916005,1522851071,616410
457654,2023-01-09,543519,163989,7273084461,2748705
457849,2023-01-09,531224,158181,1629475387,656316
457950,2023-01-09,151782,571974,1972931887,824854
458061,2023-01-10,894780,557286,1144255252,506414
458140,2023-01-10,866198,571974,1123738941,560518
458162,2023-01-10,858347,149121,2989981934,1199178
458164,2023-01-10,858347,593354,2267785515,847532
458166,2023-01-10,858347,534200,2741239550,1014397
458181,2023-01-10,855956,876351,1089306419,436277
458269,2023-01-10,851595,163989,1117131777,523820
458393,2023-01-10,794144,801090,1690099647,770616
458442,2023-01-10,787059,979625,1149508379,567088
458536,2023-01-10,763047,813148,1133266394,477759
458539,2023-01-10,763047,796980,8395542549,3012101
458542,2023-01-10,763047,790926,1132092813,416103
458545,2023-01-10,763047,776941,1148920627,536764
458546,2023-01-10,763047,771915,1697947096,655427
458553,2023-01-10,763047,733270,1120023397,415996
458563,2023-01-10,763047,668876,1283122277,569481
458572,2023-01-10,763047,592195,3348158452,1242518
458586,2023-01-10,763047,477681,1981968535,707611
458587,2023-01-10,763047,471399,1142264377,543601
458589,2023-01-10,763047,446348,1142458591,431357
458601,2023-01-10,763047,369702,2261002359,812579
458606,2023-01-10,763047,333057,2487291814,991781
458614,2023-01-10,763047,280895,2241847556,818549
458619,2023-01-10,763047,230765,1138422308,537420
458625,2023-01-10,763047,174227,1127486368,492492
458646,2023-01-10,763047,214429,1678577270,667470
458655,2023-01-10,763047,571974,1151374698,580206
458659,2023-01-10,763047,278049,15073025372,5539295
458675,2023-01-10,763047,631970,1125079417,469932
458676,2023-01-10,763047,635519,1689641707,689032
458681,2023-01-10,763047,768402,2496220943,930000
458683,2023-01-10,763047,065628,5599179294,2135765
458687,2023-01-10,763047,215419,2628139365,1036259
458705,2023-01-10,763047,077960,17557474666,6455495
458738,2023-01-10,763047,775593,5585457576,2011595
458750,2023-01-10,763047,534200,21107095453,7694732
458760,2023-01-10,763047,253226,1138117242,505593
458761,2023-01-10,763047,339186,1766293990,659082
458769,2023-01-10,763047,557286,69832191955,25151757
458770,2023-01-10,763047,561112,1824853313,766141
458775,2023-01-10,763047,150584,3580738227,1346078
458777,2023-01-10,763047,244106,3153818592,1239025
458782,2023-01-10,763047,543519,12276800593,4479296
458792,2023-01-10,763047,862066,3378422291,1335995
458800,2023-01-10,763047,507982,2831367240,1059059
458842,2023-01-10,756363,571974,1128500110,416512
458850,2023-01-10,752887,775593,1119676337,577163
458853,2023-01-10,752887,862066,1123936028,440257
458902,2023-01-10,733907,053240,4477228336,1657495
458939,2023-01-10,725902,571974,2089138024,821038
458949,2023-01-10,723351,869905,2256515140,879552
458962,2023-01-10,723351,148151,1131022816,460497
458994,2023-01-10,703904,667856,1284665730,598921
459004,2023-01-10,703789,667856,1112947881,453523
459037,2023-01-10,695839,569842,1103108420,461874
459161,2023-01-10,672258,571974,1135655722,569980
459162,2023-01-10,672258,120051,1117233357,422294
459179,2023-01-10,670975,796980,1970580916,855035
459197,2023-01-10,670975,191582,1455174364,603434
459201,2023-01-10,670975,571974,1132290377,524687
459401,2023-01-10,621858,869905,1118214113,485510
459404,2023-01-10,621858,053240,1171627718,424059
459468,2023-01-10,598710,571974,1138041693,488297
459567,2023-01-10,573629,569842,1224232785,575245
459652,2023-01-10,549185,571974,1130152549,405388
459912,2023-01-10,453614,776941,1153193318,462510
459935,2023-01-10,453614,571974,1115166759,515844
459960,2023-01-10,449425,241137,1137260785,566399
459961,2023-01-10,449425,571974,1150102696,548895
459962,2023-01-10,448871,869905,1108757914,556122
459965,2023-01-10,448871,053240,1130504739,485716
460150,2023-01-10,391435,831898,1104037144,572869
460152,2023-01-10,391435,339186,1522570891,722247
460179,2023-01-10,381009,211227,1141721118,469358
460182,2023-01-10,381009,571974,1150425400,576098
460299,2023-01-10,353182,053240,1103164266,493284
460342,2023-01-10,336244,667856,1134773768,424030
460426,2023-01-10,302956,163989,1131329927,497639
460430,2023-01-10,301196,869905,1127171560,411324
460435,2023-01-10,301196,703505,1398807241,602654
460475,2023-01-10,301196,569842,2610322835,973677
460539,2023-01-10,283820,123239,2257188572,905169
460540,2023-01-10,283820,534200,2247118509,815161
460558,2023-01-10,275382,077960,2161097807,895602
460569,2023-01-10,268743,571974,1143719471,530088
460595,2023-01-10,263297,756330,1686826867,649571
460596,2023-01-10,263297,534200,1441200366,621293
460598,2023-01-10,263297,380577,1124237834,457472
460600,2023-01-10,263297,557286,1137852838,497152
460601,2023-01-10,263297,150584,1647391141,714342
460655,2023-01-10,251120,571974,1153321548,449015
460834,2023-01-10,203299,876351,1409166011,621393
460862,2023-01-10,203299,831898,1109318852,429934
460881,2023-01-10,199370,209222,1154447842,491427
460899,2023-01-10,194761,979625,1151144295,410614
460965,2023-01-10,176040,667856,3380662941,1236728
460967,2023-01-10,176040,775593,1625279636,726720
460969,2023-01-10,176040,534200,2038942534,835067
460970,2023-01-10,176040,557286,1133058527,464833
460971,2023-01-10,176040,657710,1134581791,570119
461040,2023-01-10,155711,635519,1098612343,404294
461078,2023-01-10,147852,163989,1144768179,564609
461079,2023-01-10,147852,571974,1123359496,561105
461100,2023-01-10,146571,244106,1139334438,568617
461111,2023-01-10,145027,667856,1124637924,517239
461114,2023-01-10,145027,557286,1146714228,565044
461299,2023-01-10,112779,557286,1139864708,521185
461360,2023-01-10,982606,810025,1120829335,456977
461389,2023-01-10,935282,534200,1106601127,560118
461432,2023-01-10,802760,163989,1148504372,460722
461433,2023-01-10,802760,979625,1137376688,502743
461545,2023-01-10,474151,534200,2164997111,882561
461571,2023-01-10,397230,557286,2099519281,869066
461613,2023-01-10,280563,571974,1122790995,417473
461811,2023-01-10,992325,756330,1132371169,472476
461826,2023-01-10,178108,407472,1126450569,576744
461840,2023-01-10,178108,504965,1144892421,417602
461856,2023-01-10,670112,211227,1146632202,542739
461863,2023-01-10,055192,571974,1145347425,563275
461881,2023-01-10,661102,123239,1131761582,506603
461884,2023-01-10,689068,907020,1134593902,438254
461888,2023-01-10,689068,521348,1130723126,442012
461894,2023-01-10,689068,667856,5472317349,2088931
461901,2023-01-10,689068,534200,1154357678,560372
461904,2023-01-10,689068,657710,1255423904,627683
461948,2023-01-10,815368,667856,4075274369,1613292
461994,2023-01-10,016060,228280,1116414622,407373
462000,2023-01-10,016060,210507,1706783338,652361
462012,2023-01-10,118170,801090,1119435887,506957
462054,2023-01-10,627244,454090,1108417175,509873
462055,2023-01-10,627244,571974,1200359611,580794
462067,2023-01-10,911427,751501,1130198066,431294
462200,2023-01-10,090119,157035,1162291538,497687
462207,2023-01-10,090119,557286,1429522326,514541
462337,2023-01-10,532959,571974,1150975881,574737
462338,2023-01-10,546874,571974,1145884729,429358
462376,2023-01-10,613543,211227,1143607507,441045
462377,2023-01-10,613543,571974,1129695963,524179
462405,2023-01-10,674531,571974,2223374229,803088
462462,2023-01-10,821189,149121,1417631523,568501
462575,2023-01-10,061809,163989,1133003392,519594
462576,2023-01-10,061809,571974,1152601307,473838
462595,2023-01-10,091441,226723,1137246045,525609
462650,2023-01-10,145391,276337,1615601379,670992
462652,2023-01-10,145391,569842,1233920044,589076
462686,2023-01-10,224359,421896,1134066326,431033
462710,2023-01-10,294216,534200,1124345770,486818
462739,2023-01-10,390617,703505,1455372403,542919
462774,2023-01-10,467575,147642,2102413766,806561
462786,2023-01-10,512562,913004,1486271008,526039
462819,2023-01-10,596427,571974,1939990077,856838
462850,2023-01-10,632109,751501,1139389949,487326
462884,2023-01-10,726979,404768,1151037939,461002
462892,2023-01-10,736212,667856,1115894626,455719
463002,2023-01-10,005322,569842,1098783715,461744
463039,2023-01-10,067340,571974,2248846884,885554
463083,2023-01-10,192986,801090,1090882491,473186
463158,2023-01-10,378798,163989,1142932815,473074
463247,2023-01-10,641860,571974,1140284852,419696
463254,2023-01-10,678921,979625,1147174387,433336
463256,2023-01-10,682202,404768,1112939153,530581
463292,2023-01-10,748150,571974,1132154088,503544
463352,2023-01-10,934717,557286,1144428675,415709
463453,2023-01-10,150442,343972,1993657722,878341
463508,2023-01-10,202075,571974,1093626075,412670
463589,2023-01-10,574336,546252,1119682993,446663
463598,2023-01-10,597657,571974,1133526777,558747
463638,2023-01-10,706174,414078,1200704764,494679
463805,2023-01-10,223813,163989,1135205298,569319
463836,2023-01-10,254319,438582,1306116775,488485
463848,2023-01-10,254319,147642,5801326658,2075214
463886,2023-01-10,410666,592756,1140555752,498622
463888,2023-01-10,410666,667856,1497309208,664398
463889,2023-01-10,410666,534200,1151152660,521137
463893,2023-01-10,421344,776941,2327794176,921585
463901,2023-01-10,421344,343972,2282429671,882752
463907,2023-01-10,421344,381836,2267715913,950643
464046,2023-01-10,739033,191582,1148416419,433572
464061,2023-01-10,739033,053240,1148867264,469873
464073,2023-01-10,765338,571974,3364520746,1252154
464144,2023-01-10,896598,147642,2243676961,921997
464164,2023-01-10,907012,571974,1134957695,461942
464228,2023-01-10,986399,571974,3337385356,1204176
464286,2023-01-10,239061,283234,1137215089,487946
464302,2023-01-10,328759,053240,1707800763,721428
464338,2023-01-10,516243,163989,1148806162,544702
464391,2023-01-10,667418,571974,2263480088,848716
464408,2023-01-10,667418,244106,1138267657,529934
464441,2023-01-10,756046,215419,1101673222,519483
464457,2023-01-10,812428,571974,1095985550,483567
464502,2023-01-10,877401,534200,1147466270,499571
464553,2023-01-10,983679,241137,1130232538,432698
464554,2023-01-10,983679,501368,1644533697,622957
464560,2023-01-10,023996,725902,1094647361,452741
464563,2023-01-10,023996,667856,4512922411,1634991
464564,2023-01-10,023996,534200,1122040265,429973
464565,2023-01-10,023996,557286,1426419226,640367
464566,2023-01-10,023996,657710,1122541081,504621
464568,2023-01-10,040004,174227,1135876000,474817
464587,2023-01-10,078169,571974,1118957407,472394
464628,2023-01-10,176521,163989,1135478643,471631
464657,2023-01-10,334735,077960,1728296138,726180
464686,2023-01-10,347373,763381,1119192621,403597
464722,2023-01-10,446616,571974,1115646462,560831
464787,2023-01-10,543519,775756,1114604368,506969
464797,2023-01-10,543519,152150,1175836530,504351
464803,2023-01-10,543519,610128,2028319287,765192
464900,2023-01-10,778200,557286,1895573358,797829
464902,2023-01-10,778200,118202,1123069764,560586
464918,2023-01-10,795763,163989,1115839875,482928
464920,2023-01-10,795763,571974,1155448736,437485
464979,2023-01-10,922454,751501,1135595364,428436
465041,2023-01-10,101175,226723,1118327252,426212
465081,2023-01-10,261721,571974,2258745474,961525
465082,2023-01-10,261721,701048,1153005662,576888
465100,2023-01-10,346552,077960,1138987342,522121
465103,2023-01-10,346552,534200,1087174867,530365
465105,2023-01-10,346552,557286,1138163318,499971
465152,2023-01-10,431997,163989,1121484896,512930
465243,2023-01-10,677753,571974,1116999290,460118
